Garbodor,278.0,213.0,190.0,152.0,190.0,178.0
Guzzlord,536.0,228.0,144.0,221.0,216.0,126.0
Phione,284.0,173.7,191.0,191.0,212.3,191.0
Jirachi,291.0,206.0,206.0,206.0,206.0,206.0
Darmanitan,314.0,283.0,141.0,99.0,141.0,208.0
Froslass,249.0,136.0,162.0,178.0,162.0,228.0
Landorus,302.1,304.0,171.7,238.6,157.2,214.4
Mismagius,243.0,108.0,152.0,230.0,230.0,230.0
Mantine,279.0,72.0,166.0,183.0,283.0,166.0
Magmortar,297.2,190.9,164.0,239.6,241.1,213.4
Latios,265.0,152.0,178.0,324.0,228.0,252.3
Marowak,268.6,337.4,215.0,121.8,168.7,114.2
Sandslash,275.0,226.0,233.3,108.2,178.1,189.3
Azelf,257.0,232.4,162.0,252.0,162.0,236.0
Giratina,353.0,194.6,212.6,209.8,212.6,181.0
Ariados,266.0,209.0,173.0,156.0,173.0,121.0
Sigilyph,263.0,104.0,187.0,260.2,187.0,216.0
Toxapex,211.0,105.0,289.0,131.0,273.0,102.0
Wishiwashi,222.0,65.8,85.0,110.5,123.7,121.0
Palkia,262.0,187.0,196.0,272.0,226.0,217.8
Toxicroak,277.0,226.0,157.0,193.0,157.0,191.0
Amoonguss,321.0,161.6,162.0,169.4,198.1,96.0
Zoroark,270.1,168.2,138.7,283.3,138.7,255.6
Cherrim,266.0,110.0,173.0,203.0,188.0,181.5
Aegislash,216.0,106.5,301.5,120.0,272.0,135.0
Rapidash,258.0,226.0,173.0,191.0,191.0,235.0
Umbreon,297.0,157.0,233.0,149.0,267.0,157.0
Tapu Lele,243.0,141.0,166.0,281.6,230.0,245.3
Roserade,238.0,122.0,157.0,285.7,225.0,199.0
Blastoise,247.0,171.9,241.6,213.5,251.6,200.2
Tornadus,298.8,219.7,151.4,301.4,207.8,214.0
Plusle,249.0,93.0,120.0,200.0,182.0,217.0
Gallade,227.5,285.1,174.2,174.2,266.9,201.4
Stoutland,293.0,306.6,209.0,129.0,209.0,235.5
Clefable,283.0,117.0,163.0,198.0,190.0,142.0
Sawsbuck,284.0,226.0,173.0,156.0,173.0,217.0
Weavile,249.0,288.7,154.0,121.0,187.0,252.0
Aerodactyl,241.3,244.1,171.5,162.5,189.3,289.6
Musharna,347.0,101.0,200.0,239.0,217.0,101.0
Houndoom,243.1,170.7,122.1,215.3,169.1,192.2
Dedenne,261.0,130.3,136.4,193.0,168.0,228.0
Salazzle,251.0,112.0,149.0,234.0,149.0,245.0
Avalugg,310.0,256.0,374.0,128.0,131.0,100.0
Emboar,329.0,261.0,161.0,221.0,217.4,182.4
Excadrill,307.0,262.0,142.0,126.0,172.4,187.0
Salamence,245.6,227.4,151.5,192.7,151.5,179.0
Araquanid,251.0,166.0,203.0,132.0,270.0,119.0
Sylveon,290.0,111.0,154.0,252.9,260.0,161.8
Crustle,266.0,235.0,270.0,165.0,182.0,129.0
Pinsir,241.0,252.0,211.0,137.0,162.0,187.0
Tapu Fini,243.0,125.0,230.0,223.1,254.0,182.0
Rhyperior,330.0,320.3,267.0,141.0,176.4,115.0
Slowking,304.0,134.0,187.0,221.0,238.0,101.0
Accelgor,278.0,125.0,130.8,221.0,152.0,331.9
Haxorus,259.0,288.0,195.0,146.0,162.0,206.0
Flareon,258.0,279.0,156.0,217.0,244.0,165.0
Deoxys,201.0,220.2,176.1,220.2,176.1,246.8
Exploud,319.0,161.0,158.0,309.0,175.0,166.0
Rhydon,321.0,273.0,384.0,127.0,190.0,118.0
Wormadam,249.0,131.4,218.1,174.3,215.7,125.8
Palossand,286.0,134.0,238.0,221.0,178.0,109.0
Tauros,275.0,308.1,217.0,121.0,173.0,244.0
Delphox,269.0,123.0,173.0,282.3,221.0,262.0
Crabominable,314.0,424.0,186.0,159.0,168.0,126.0
Dugtrio,183.4,202.0,142.2,123.4,154.8,244.0
Comfey,228.0,122.8,204.0,190.0,238.0,221.0
Toucannon,283.0,261.0,182.0,182.0,182.0,156.0
Magcargo,275.4,93.0,261.0,190.0,191.0,103.0
Yanmega,281.0,157.1,193.0,317.7,142.0,208.0
Rotom,204.3,105.3,210.9,207.8,211.1,232.3
Kyogre,277.0,177.3,181.0,302.2,283.7,220.4
Ninetales,232.1,124.7,190.1,204.5,235.9,203.0
Victreebel,284.0,260.6,165.0,250.6,173.0,192.8
Lanturn,403.3,107.0,152.0,204.6,184.0,168.0
Alakazam,199.1,77.3,107.3,238.2,180.0,216.4
Exeggutor,338.1,167.6,217.1,329.0,198.1,106.6
Reshiram,277.0,207.3,196.0,272.0,251.2,181.0
Gumshoos,298.0,366.0,156.0,147.0,156.0,129.0
Whimsicott,243.0,137.8,195.0,182.0,178.0,249.0
Hoopa,296.2,257.1,163.0,291.8,324.9,194.7
Xerneas,317.0,204.0,188.0,272.1,193.0,218.3
Forretress,263.0,199.0,283.0,149.0,149.0,72.0
Gourgeist,279.4,232.8,265.0,152.0,182.0,182.9
Regirock,284.0,226.0,402.0,138.0,251.2,138.0
Persian,258.0,125.2,180.2,199.8,149.2,229.2
Beartic,310.0,349.3,191.0,173.0,191.0,138.0
Dodrio,249.0,313.9,173.0,156.0,156.0,244.0
Pelipper,238.0,117.1,216.0,208.0,166.0,157.0
Conkeldurr,306.0,277.0,203.0,137.0,154.0,121.0
Swampert,264.6,201.9,172.8,165.5,172.8,129.1
Heatmor,293.0,221.0,166.0,235.0,166.0,165.0
Chesnaught,278.0,223.0,247.0,169.0,170.0,152.0
Lurantis,266.0,212.8,189.1,191.0,250.3,129.0
Lunala,333.0,176.0,179.0,252.0,207.0,191.0
Ditto,228.0,135.0,135.0,135.0,135.0,202.0
Dragalge,246.0,131.0,199.0,258.9,255.0,110.6
Braviary,311.0,261.0,178.0,147.0,178.0,187.0
Eelektross,293.0,229.2,172.9,270.3,254.6,138.0
Arcanine,287.0,233.0,183.0,216.0,183.0,208.0
Skarmory,235.0,174.0,270.0,110.0,158.0,158.0
Minior,243.0,200.9,168.9,200.9,168.9,232.7
Reuniclus,322.0,114.0,174.0,258.0,191.0,90.0
Genesect,233.0,226.0,188.0,226.0,240.1,195.0
Cofagrigus,240.0,91.0,271.3,193.1,208.6,91.2
Espeon,246.0,114.0,149.0,267.0,208.0,233.0
Archeops,275.0,331.8,165.0,247.0,165.0,244.0
Leavanny,275.0,232.0,191.0,173.0,191.0,212.0
Mewtwo,286.0,191.5,181.0,278.0,181.0,242.0
Celesteela,286.0,208.0,211.0,197.3,208.0,144.0
Necrozma,305.0,208.5,226.9,253.2,218.6,177.5
Hariyama,388.0,256.0,152.0,118.0,152.0,135.0
Cinccino,275.0,325.0,156.0,165.0,156.0,253.0
Manaphy,291.0,165.0,206.0,229.0,206.0,256.8
Carnivine,274.0,226.0,177.0,209.0,177.0,131.0
Liepard,256.0,227.8,138.0,205.0,138.0,237.0
Jolteon,246.0,114.0,134.6,349.0,208.0,267.0
Drampa,281.0,110.0,200.0,320.5,210.0,114.0
Starmie,233.0,152.0,187.0,240.4,187.0,236.0
Furret,293.0,230.3,163.0,129.0,147.0,258.6
Sudowoodo,266.0,226.0,253.0,103.0,165.0,103.0
Venusaur,241.3,162.3,166.6,234.5,192.1,162.1
Dhelmise,261.0,315.6,221.0,197.0,227.8,118.0
Solrock,302.0,217.0,200.0,147.0,184.3,173.0
Regice,283.0,93.0,226.0,226.0,402.0,138.0
Oranguru,302.0,110.0,191.0,209.0,244.0,135.7
Crobat,274.0,195.0,178.0,162.0,178.0,260.0
Simipour,275.0,177.0,161.0,223.0,161.0,228.0
Porygon2,280.0,198.6,298.0,225.0,312.0,149.0
Xatu,251.0,150.1,170.0,213.0,170.0,213.0
Cryogonal,283.0,108.1,138.0,217.0,261.2,235.0
Togekiss,274.0,87.0,203.0,244.0,236.0,178.0
Miltank,304.0,187.0,230.0,118.0,170.0,221.0
Kommo-o,251.0,222.0,246.0,206.0,214.0,182.0
Yveltal,317.0,221.2,188.0,243.0,193.0,195.0
Dusknoir,222.0,226.0,288.0,165.0,288.0,129.0
Torterra,310.0,242.0,235.0,182.0,200.0,149.0
Machamp,288.0,306.5,183.0,157.0,191.0,141.0
Magnezone,243.0,117.0,230.0,305.4,190.0,180.1
Flygon,272.0,216.0,183.0,183.0,183.0,240.1
Altaria,257.0,162.0,195.0,162.0,219.0,178.0
Aromatisse,321.0,131.0,177.0,225.0,207.0,101.0
Blacephalon,215.0,228.5,145.0,288.0,173.0,270.6
Mothim,265.0,189.1,138.0,241.3,138.0,166.0
Whiscash,337.0,222.1,179.0,184.0,175.0,156.0
Sharpedo,227.0,272.0,125.8,226.3,125.8,226.3
Scizor,270.5,284.2,187.5,122.0,158.4,136.6
Venomoth,255.0,114.0,149.0,199.0,174.0,199.0
Banette,222.9,219.2,142.8,171.0,140.1,142.8
Muk,351.8,252.4,160.3,145.3,199.0,121.6
Raichu,249.0,172.0,154.2,244.5,181.2,244.0
Blissey,552.0,21.0,64.0,170.0,269.0,137.0
Kingdra,269.0,193.6,213.0,213.0,213.0,195.0
Gligar,241.0,170.0,328.0,105.0,231.0,187.0
Seaking,284.0,263.7,165.0,165.0,191.0,170.0
Metagross,279.9,282.5,274.5,213.4,205.1,170.3
Gengar,210.1,122.1,160.4,286.0,186.9,250.6
Charizard,286.5,165.9,171.0,202.5,166.9,188.8
Zygarde,254.9,267.5,189.1,170.5,173.3,217.9
Breloom,233.0,260.0,178.0,146.0,146.0,162.0
Silvally,310.0,217.0,217.0,217.0,241.8,217.0
Gyarados,257.9,224.2,157.6,129.5,187.7,160.4
Beautifly,249.0,128.0,127.6,209.4,127.6,192.8
Tyrantrum,275.0,251.0,248.0,164.0,147.0,207.5
Primarina,265.0,126.0,169.0,284.4,237.0,196.5
Hitmonlee,226.0,303.2,140.0,109.0,238.0,199.0
Zeraora,278.0,209.6,154.2,214.0,201.2,282.0
Spiritomb,231.0,185.0,240.0,212.0,269.2,112.0
Mandibuzz,322.0,157.0,225.0,141.0,208.0,183.0
Decidueye,274.0,233.0,178.0,221.0,245.6,170.0
Torkoal,255.0,166.9,283.0,191.0,166.0,82.0
Florges,268.0,114.0,162.0,236.0,307.0,174.0
Thundurus,292.1,209.3,179.9,272.9,178.0,203.8
Hawlucha,256.0,193.0,166.0,165.0,147.0,235.0
Scrafty,252.0,204.0,247.0,127.0,247.0,149.0
Klefki,228.0,159.0,196.0,178.0,190.0,170.0
Komala,258.0,281.5,165.0,182.0,217.0,211.0
Magearna,259.0,174.0,230.0,254.0,230.0,150.0
Tentacruel,265.0,162.0,154.0,178.0,310.3,211.0
Blaziken,247.0,226.0,150.0,211.0,150.0,166.0
Swanna,275.0,179.9,161.0,203.0,161.0,223.0
Hitmontop,226.0,213.0,213.0,109.0,269.7,170.0
Scolipede,233.0,211.0,193.0,137.0,160.0,231.0
Wobbuffet,446.0,59.0,142.0,101.0,142.0,101.0
Corsola,258.0,101.0,217.0,165.0,217.0,112.0
Diancie,191.9,187.1,260.0,228.7,260.0,139.8
Drapion,255.0,221.2,233.0,149.0,174.0,208.0
Ribombee,238.0,97.0,149.0,230.7,166.0,285.1
Buzzwole,310.0,348.8,275.0,91.0,134.0,216.1
Meowstic,274.0,89.0,184.0,217.8,193.0,233.0
Minun,249.0,75.0,137.0,182.0,200.0,217.0
Nidoking,267.0,192.0,173.0,187.0,170.0,187.0
Slowbro,297.0,131.0,233.0,216.0,183.0,99.0
Lunatone,302.0,101.0,165.0,217.0,200.0,173.0
Turtonator,249.0,188.0,288.0,210.0,234.3,114.0
Cloyster,221.0,208.0,351.0,191.0,124.0,166.0
Mienshao,246.0,258.0,149.0,208.0,149.0,254.6
Mesprit,278.0,205.6,230.0,208.4,230.0,169.3
Registeel,272.0,174.0,300.0,174.0,300.0,132.0
Armaldo,275.0,270.0,226.0,173.0,214.7,129.0
Aurorus,359.0,140.0,177.0,294.7,212.0,152.0
Mawile,211.0,182.0,182.0,134.0,134.0,126.0
Shuckle,178.0,45.8,455.0,68.0,505.6,59.0
Trevenant,293.0,291.2,184.0,165.0,195.0,121.3
Aggron,278.3,254.9,382.5,163.2,163.2,144.2
Heracross,294.5,280.1,188.9,125.6,225.6,207.8
Glalie,252.8,170.0,170.0,170.0,170.0,170.0
Sunflora,275.0,137.0,147.0,234.0,200.0,102.0
Kartana,226.0,417.9,256.0,99.0,96.0,221.0
Articuno,301.0,154.0,226.0,217.0,270.0,200.0
Escavalier,255.0,305.7,225.0,149.0,225.0,82.0
Rampardos,314.0,341.0,156.0,165.0,138.0,152.0
Lickilicky,337.0,200.0,217.0,191.0,217.0,138.0
Goodra,288.0,216.0,166.0,233.0,450.0,183.0
Ferrothorn,250.0,197.0,256.0,133.0,232.0,44.6
Jellicent,319.0,110.0,173.0,200.0,235.0,156.0
Lycanroc,301.1,282.8,180.4,131.9,180.4,220.5
Throh,354.0,226.0,200.0,103.0,200.0,129.0
Chimecho,275.0,93.0,191.0,217.0,209.0,165.0
Ledian,239.0,97.1,138.0,147.0,244.0,200.0
Klinklang,243.0,221.0,247.0,170.0,195.0,204.0
Pheromosa,233.0,252.0,100.0,252.0,100.0,274.0
Malamar,288.0,207.0,201.0,166.0,178.0,175.0
Hypno,293.0,163.4,173.0,179.0,253.0,168.0
Lumineon,265.0,156.8,184.0,172.0,202.0,210.0
Zapdos,275.0,170.7,201.7,278.7,190.0,206.0
Slaking,407.0,383.5,226.0,217.0,165.0,301.0
Cobalion,283.0,216.6,287.7,195.0,183.4,224.0
Unfezant,283.0,253.0,191.0,165.0,147.0,214.0
Scyther,265.0,306.2,235.8,147.0,235.8,235.0
Probopass,249.0,101.0,305.0,182.0,314.0,121.0
Butterfree,249.0,84.0,138.0,209.0,191.0,173.0
Tropius,291.5,124.0,196.0,177.0,203.0,140.0
Ambipom,269.0,288.0,163.0,152.0,163.0,247.0
Solgaleo,333.0,285.5,207.0,216.0,179.0,212.3
Pachirisu,249.0,129.0,173.0,129.0,209.0,217.0
Vanilluxe,262.0,190.0,195.0,238.0,236.4,206.2
Golem,284.0,290.1,279.0,147.0,191.0,129.0
Bronzong,250.0,198.0,243.0,181.0,243.0,104.0
Shiinotic,249.0,84.0,191.0,209.0,226.0,103.0
Delibird,251.0,145.3,147.0,187.0,147.0,207.0
Sawk,275.0,300.1,182.0,103.0,182.0,241.5
Zangoose,272.0,253.0,156.0,156.0,156.0,209.0
Relicanth,319.0,209.0,279.0,129.0,165.0,147.0
Marshadow,262.0,261.3,166.0,181.0,181.0,234.0
Chatot,277.0,132.4,129.0,266.6,137.0,210.0
Masquerain,265.0,110.0,159.0,226.0,195.0,191.0
Bastiodon,249.0,142.0,346.0,133.0,293.0,57.0
Druddigon,273.0,256.0,204.0,152.0,235.2,132.0
Type: Null,310.0,217.0,325.0,217.0,325.0,154.0
Mew,298.0,169.0,211.0,211.0,211.0,211.0
Meloetta,305.0,159.1,178.0,310.7,327.8,223.4
Seviper,272.0,205.0,156.0,226.0,156.0,192.4
Samurott,304.0,245.6,195.0,235.0,207.1,170.0
Ho-Oh,285.0,242.0,181.0,211.0,278.0,181.0
Steelix,240.7,174.7,351.5,128.7,144.1,90.2
Weezing,252.0,159.0,256.0,195.0,170.0,152.0
Gastrodon,339.0,196.0,170.0,212.0,195.0,119.0
Kabutops,249.0,253.0,235.0,165.0,192.4,191.0
Feraligatr,274.0,219.0,211.0,177.0,183.0,175.0
Skuntank,325.0,214.0,168.0,175.0,158.0,228.3
Tyranitar,291.0,290.1,222.0,198.0,235.7,144.0
Abomasnow,295.0,207.0,178.0,207.0,195.0,152.0
Porygon-Z,274.0,136.0,162.0,269.0,170.0,216.9
Krookodile,290.0,265.6,178.0,154.0,162.0,247.6
Smeargle,240.0,40.0,112.0,85.0,129.0,182.0
Kecleon,249.0,209.0,173.0,156.0,290.8,121.0
Keldeo,277.0,120.0,211.0,281.0,211.0,243.7
Shedinja,1.0,209.0,129.0,103.0,103.0,121.0
Lucario,260.8,194.8,169.4,247.3,169.4,204.4
Terrakion,283.0,287.8,195.0,165.0,195.0,224.0
Lapras,371.0,154.0,191.0,200.0,217.0,156.0
Hippowdon,311.0,231.0,241.0,159.0,165.0,124.0
Hydreigon,285.0,196.7,195.0,252.0,195.0,208.0
Mudsdale,319.0,319.0,226.0,147.0,200.0,112.0
Snorlax,406.0,259.9,157.0,157.0,277.1,99.0
Audino,292.0,131.5,181.5,140.1,181.5,124.2
Electivire,275.0,317.6,168.0,217.0,200.0,217.0
Castform,302.0,145.0,197.0,197.0,197.0,197.0
Vivillon,277.0,94.0,135.0,204.0,135.0,202.0
Ursaring,302.0,279.0,182.0,182.0,182.0,147.0
Chandelure,233.0,95.0,195.0,258.5,176.7,221.6
Simisear,275.0,177.0,146.3,223.0,146.3,207.2
Durant,235.0,437.1,236.0,129.0,129.0,231.0
Ninjask,251.0,266.5,129.0,138.0,138.0,332.0
Mightyena,266.0,236.5,173.0,156.0,156.0,173.0
Beedrill,219.1,177.3,102.8,110.0,161.9,154.6
Vileplume,269.0,142.0,195.0,238.0,204.0,149.2
Swalot,319.0,154.4,196.0,179.0,196.0,147.0
Virizion,290.0,156.0,168.0,199.0,293.9,255.1
Talonflame,267.0,184.0,167.0,173.0,164.0,260.0
Carracosta,274.0,266.7,284.0,196.0,183.5,107.0
Regigigas,337.0,332.0,244.0,191.0,244.0,226.0
Moltres,281.0,169.0,195.0,252.0,187.0,195.0
Jynx,258.0,93.0,112.0,253.0,217.0,245.8
Volcarona,267.0,101.0,150.0,291.0,237.6,206.0
Garchomp,304.0,254.0,198.0,174.0,182.0,209.0
Primeape,258.0,277.9,156.0,156.0,173.0,282.9
Basculin,266.0,318.0,165.0,191.0,147.0,223.0
Mr. Mime,214.0,84.0,165.0,226.0,261.0,209.0
Cradily,295.0,193.0,221.0,193.0,239.0,126.0
Seismitoad,321.0,213.0,178.0,195.0,205.2,196.7
Golurk,300.0,298.9,191.0,147.0,191.0,147.0
Fearow,258.0,313.0,165.0,158.0,158.0,226.0
Gigalith,280.0,346.8,267.0,149.0,203.4,90.0
Huntail,240.0,233.0,235.0,216.0,182.0,142.0
Empoleon,272.0,146.0,191.0,254.5,213.0,146.0
Floatzel,293.0,235.0,147.0,200.0,138.0,253.0
Linoone,268.0,166.0,151.0,132.0,151.0,216.0
Dunsparce,319.0,173.0,173.0,165.0,165.0,129.0
Dialga,277.0,187.0,226.0,272.0,196.0,181.0
Barbaracle,264.0,230.0,247.0,142.0,227.0,184.5
Naganadel,236.0,135.6,155.0,298.6,155.0,228.0
Tapu Bulu,243.0,254.0,230.0,182.0,198.0,166.0
Simisage,275.0,198.5,145.5,252.6,161.0,228.0
Lilligant,266.0,110.0,165.4,270.1,165.4,208.0
Groudon,277.0,295.3,272.6,233.2,181.0,181.0
Galvantula,255.0,134.0,165.5,238.5,149.0,230.0
Claydol,249.0,173.0,235.0,173.0,261.0,182.0
Golisopod,263.0,299.8,283.0,149.0,199.0,115.0
Meganium,284.0,168.8,226.0,196.0,226.0,191.0
Illumise,258.0,102.3,182.0,179.0,200.0,200.0
Pyroar,295.0,124.0,177.0,242.0,166.0,237.0
Floette,250.0,109.0,153.0,292.2,227.4,250.1
Vaporeon,364.0,116.0,152.0,238.0,213.0,161.0
Lugia,286.0,163.8,242.0,181.0,278.0,211.0
Tapu Koko,243.0,230.0,182.0,198.0,166.0,254.0
Luvdisc,248.0,65.0,167.0,137.0,187.0,251.0
Cacturne,266.0,230.0,156.0,253.0,156.0,147.0
Lopunny,213.7,152.8,164.6,121.0,181.9,237.8
Octillery,275.0,215.8,182.0,266.2,182.0,129.0
Luxray,284.0,261.0,189.0,217.0,225.0,173.0
Stantler,272.0,242.9,159.0,200.0,165.0,200.0
Uxie,263.0,152.1,267.0,174.0,267.0,208.0
Kangaskhan,306.9,203.2,178.7,113.1,224.4,195.2
Incineroar,303.0,274.5,204.0,187.0,253.5,189.4
Noctowl,319.0,93.0,138.0,225.3,219.0,173.0
Omastar,266.0,110.0,270.0,253.0,173.0,147.0
Darkrai,231.0,141.0,181.0,276.7,181.0,234.0
Tangrowth,291.0,186.3,246.0,201.5,142.5,114.2
Victini,291.0,206.0,206.0,206.0,280.9,229.0
Stakataka,240.0,297.8,403.0,94.0,218.0,26.0
Shaymin,315.2,182.1,179.9,248.5,180.7,211.6
Girafarig,266.0,145.0,165.0,209.0,165.0,200.0
Bellossom,275.0,145.0,217.0,231.4,250.3,138.0
Grumpig,284.0,84.0,165.0,209.0,244.0,191.0
Latias,235.5,121.0,172.8,201.9,231.0,201.9
Hitmonchan,231.0,261.8,189.0,112.0,271.5,184.0
Ludicolo,284.0,128.0,173.0,264.2,226.0,173.0
Pangoro,304.0,292.4,183.0,168.0,171.0,149.0
Pyukumuku,240.0,110.0,279.0,103.0,279.0,59.0
Entei,330.0,321.5,191.0,199.0,174.0,248.3
Cresselia,339.0,122.0,250.0,174.0,267.0,191.0
Passimian,312.0,334.4,204.0,118.0,152.0,220.7
Milotic,297.0,117.8,181.0,216.0,258.0,184.0
Alomomola,405.0,148.3,178.0,113.0,121.0,154.0
Purugly,268.0,221.6,163.0,163.0,154.0,247.0
Poliwrath,302.0,217.0,217.0,173.0,254.3,173.0
Dewgong,302.0,128.0,191.0,173.0,217.0,173.0
Mamoswine,315.0,335.8,178.0,162.0,146.0,201.3
Raikou,288.0,147.0,157.4,267.9,216.0,241.0
Carbink,231.0,116.0,314.0,138.0,314.0,138.0
Gothitelle,249.0,95.0,203.0,203.0,228.0,154.0
Serperior,251.0,125.0,198.0,183.3,198.0,251.1
Gardevoir,223.8,101.0,140.1,229.3,214.7,198.1
Farfetch’d,235.0,209.0,147.0,152.0,159.0,156.0
Furfrou,275.0,191.0,312.0,165.0,209.0,230.0
Clawitzer,262.0,155.6,201.0,384.0,202.0,151.0
Heliolisk,247.0,99.0,125.8,315.0,211.0,237.0
Wigglytuff,390.0,128.0,129.0,200.0,138.0,129.0
Leafeon,258.0,244.0,279.0,156.0,165.0,217.0
Dustox,249.0,118.1,173.0,138.0,209.0,165.0
Nidoqueen,288.0,159.0,194.0,174.0,191.0,176.0
Maractus,275.0,182.4,168.0,215.0,168.0,141.4
Politoed,288.0,131.0,174.0,199.0,216.0,166.0
Zebstrika,275.0,225.0,161.0,190.0,161.0,254.0
Glaceon,258.0,110.0,244.0,307.1,217.0,165.0
Stunfisk,335.0,121.0,198.0,193.0,225.0,107.0
Mimikyu,224.0,195.0,178.0,129.0,219.0,205.0
Spinda,282.0,177.0,177.0,177.0,177.0,177.0
Drifblim,368.1,173.4,128.0,209.0,145.0,191.0
Qwilfish,258.0,217.0,200.0,147.0,147.0,200.0
Golduck,284.0,149.0,188.0,250.1,191.0,200.0
Unown,258.0,149.0,153.0,301.0,153.0,153.0
Honchkrow,305.0,258.0,136.0,225.0,136.0,167.0
Infernape,259.0,207.6,164.0,218.0,164.0,224.0
Gorebyss,239.0,152.0,235.0,250.0,182.0,142.0
Watchog,249.0,200.0,172.0,156.0,172.0,186.0
Celebi,298.0,187.7,211.0,230.4,211.0,241.6
Arbok,249.0,217.0,172.0,165.0,189.0,191.0
Jumpluff,275.0,147.0,173.0,147.0,217.0,244.0
Shiftry,302.0,226.0,156.0,209.0,156.0,191.0
Kricketune,279.0,200.0,140.0,147.0,140.0,165.0
Vikavolt,273.0,125.0,186.0,336.9,178.0,123.0
Granbull,302.0,261.0,182.0,156.0,156.0,129.0
Swoobat,261.0,105.0,147.0,186.0,147.0,251.0
Parasect,249.0,217.0,191.0,156.0,191.0,103.0
Walrein,337.0,145.0,209.0,217.0,209.0,165.0
Beheeyem,275.0,137.0,181.0,403.0,217.0,120.0
Electrode,249.0,124.4,173.0,173.8,191.0,314.0
